split_a,mode,metric,distance,value,n_pairs
3,random,reach_long_by_dist,1,1.0,86
3,random,reach_long_by_dist,2,1.0,86
3,random,reach_long_by_dist,3,1.0,86
3,random,reach_long_by_dist,4,1.0,86
3,random,reach_long_by_dist,5,1.0,86
3,random,reach_long_by_dist,6,1.0,86
3,random,reach_long_by_dist,7,1.0,86
3,random,reach_long_by_dist,8,1.0,86
3,random,reach_long_by_dist,9,1.0,86
3,random,reach_long_by_dist,10,1.0,86
3,random,reach_long_by_dist,11,1.0,86
3,random,reach_long_by_dist,12,1.0,86
3,random,reach_long_by_dist,13,1.0,86
3,random,reach_long_by_dist,14,1.0,86
3,random,reach_long_by_dist,15,1.0,86
3,random,reach_long_by_dist,16,1.0,86
3,random,reach_long_by_dist,17,1.0,86
3,random,reach_long_by_dist,18,1.0,86
3,random,reach_long_by_dist,19,1.0,86
3,random,reach_long_by_dist,20,1.0,86
3,random,reach_long_by_dist,21,1.0,86
3,random,exact,,1.0,
3,random,reach_long,,1.0,
3,random,reach_short,,1.0,
3,random,cut,,1.0,
3,random,pred_positive_rate,,0.8781,
4,random,reach_long_by_dist,1,1.0,84
4,random,reach_long_by_dist,2,1.0,84
4,random,reach_long_by_dist,3,1.0,84
4,random,reach_long_by_dist,4,1.0,84
4,random,reach_long_by_dist,5,1.0,84
4,random,reach_long_by_dist,6,1.0,84
4,random,reach_long_by_dist,7,1.0,84
4,random,reach_long_by_dist,8,1.0,84
4,random,reach_long_by_dist,9,1.0,84
4,random,reach_long_by_dist,10,1.0,84
4,random,reach_long_by_dist,11,1.0,84
4,random,reach_long_by_dist,12,1.0,84
4,random,reach_long_by_dist,13,1.0,84
4,random,reach_long_by_dist,14,1.0,84
4,random,reach_long_by_dist,15,1.0,84
4,random,reach_long_by_dist,16,1.0,84
4,random,reach_long_by_dist,17,1.0,84
4,random,reach_long_by_dist,18,1.0,84
4,random,reach_long_by_dist,19,1.0,84
4,random,reach_long_by_dist,20,1.0,84
4,random,reach_long_by_dist,21,1.0,42
4,random,exact,,1.0,
4,random,reach_long,,1.0,
4,random,reach_short,,1.0,
4,random,cut,,1.0,
4,random,pred_positive_rate,,0.8412,
5,random,reach_long_by_dist,1,1.0,82
5,random,reach_long_by_dist,2,1.0,82
5,random,reach_long_by_dist,3,1.0,82
5,random,reach_long_by_dist,4,1.0,82
5,random,reach_long_by_dist,5,1.0,82
5,random,reach_long_by_dist,6,1.0,82
5,random,reach_long_by_dist,7,1.0,82
5,random,reach_long_by_dist,8,1.0,82
5,random,reach_long_by_dist,9,1.0,82
5,random,reach_long_by_dist,10,1.0,82
5,random,reach_long_by_dist,11,1.0,82
5,random,reach_long_by_dist,12,1.0,82
5,random,reach_long_by_dist,13,1.0,82
5,random,reach_long_by_dist,14,1.0,82
5,random,reach_long_by_dist,15,1.0,82
5,random,reach_long_by_dist,16,1.0,82
5,random,reach_long_by_dist,17,1.0,82
5,random,reach_long_by_dist,18,1.0,82
5,random,reach_long_by_dist,19,1.0,82
5,random,reach_long_by_dist,20,1.0,82
5,random,exact,,1.0,
5,random,reach_long,,1.0,
5,random,reach_short,,1.0,
5,random,cut,,1.0,
5,random,pred_positive_rate,,0.8062,
6,random,reach_long_by_dist,1,1.0,80
6,random,reach_long_by_dist,2,1.0,80
6,random,reach_long_by_dist,3,0.9996,80
6,random,reach_long_by_dist,4,0.9974,80
6,random,reach_long_by_dist,5,0.9704,80
6,random,reach_long_by_dist,6,0.9365,80
6,random,reach_long_by_dist,7,0.9351,80
6,random,reach_long_by_dist,8,0.9411,80
6,random,reach_long_by_dist,9,0.9301,80
6,random,reach_long_by_dist,10,0.9324,80
6,random,reach_long_by_dist,11,0.9056,80
6,random,reach_long_by_dist,12,0.9084,80
6,random,reach_long_by_dist,13,0.9143,80
6,random,reach_long_by_dist,14,0.9177,80
6,random,reach_long_by_dist,15,0.9163,80
6,random,reach_long_by_dist,16,0.9173,80
6,random,reach_long_by_dist,17,0.9107,80
6,random,reach_long_by_dist,18,0.9143,80
6,random,reach_long_by_dist,19,0.9159,80
